milestone_id,collection_id,workstream,milestone_name,planned_date,actual_date,owner,status,dependency_id,delay_days,is_blocked,blocker_reason,collection_name,brand_id,brand_name,market,season,launch_date,launch_channel,days_to_launch_at_plan,is_overdue
MS00519,COL029,marketing,Campaign assets delivered,2026-09-10,,Retail Operations,Not Started,MS00518,0,False,,Pull&Bear Graphic Edit Holiday 25,BR002,Pull&Bear,Poland,Holiday 25,2026-09-25,Omnichannel,15,False
MS00520,COL029,retail_readiness,Retail briefing completed,2026-09-15,,E-commerce Producer,At Risk,MS00519,1,False,,Pull&Bear Graphic Edit Holiday 25,BR002,Pull&Bear,Poland,Holiday 25,2026-09-25,Omnichannel,10,False
MS00521,COL029,launch_governance,Launch readiness review,2026-09-24,,Production Planner,In Progress,MS00520,0,False,,Pull&Bear Graphic Edit Holiday 25,BR002,Pull&Bear,Poland,Holiday 25,2026-09-25,Omnichannel,1,False
MS00522,COL029,launch_governance,Go-live approval,2026-09-23,,Marketing Manager,At Risk,MS00521,1,False,,Pull&Bear Graphic Edit Holiday 25,BR002,Pull&Bear,Poland,Holiday 25,2026-09-25,Omnichannel,2,False
MS00523,COL030,design,Final design sign-off,2026-07-19,,Merchandising,In Progress,,0,False,,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,155,False
MS00524,COL030,design,Fabric approval,2026-07-31,,Marketing Manager,Not Started,MS00523,0,False,,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,143,False
MS00525,COL030,sourcing,Supplier nomination,2026-08-06,,E-commerce Producer,Not Started,MS00524,0,False,,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,137,False
MS00526,COL030,sourcing,Purchase order confirmed,2026-08-18,,Merchandising,In Progress,MS00525,0,False,,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,125,False
MS00527,COL030,production,Size set sample approved,2026-09-09,,Marketing Manager,At Risk,MS00526,1,False,,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,103,False
MS00528,COL030,production,Production start,2026-09-19,,Merchandising,Not Started,MS00527,0,False,,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,93,False
MS00529,COL030,quality_control,Mid-production inspection,2026-10-17,,Sourcing Lead,In Progress,MS00528,0,False,,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,65,False
MS00530,COL030,quality_control,Final quality inspection,2026-11-06,,Production Planner,Not Started,MS00529,0,False,,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,45,False
MS00531,COL030,inbound_logistics,Shipment booking confirmed,2026-11-10,,Merchandising,Blocked,MS00530,9,True,Warehouse slot not available,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,41,False
MS00532,COL030,inbound_logistics,Customs documentation completed,2026-11-23,,E-commerce Producer,Not Started,MS00531,0,False,,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,28,False
MS00533,COL030,warehouse_allocation,Warehouse slot confirmed,2026-11-27,,Retail Operations,In Progress,MS00532,0,False,,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,24,False
MS00534,COL030,ecommerce,Product copy uploaded,2026-12-03,,E-commerce Producer,Not Started,MS00533,0,False,,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,18,False
MS00535,COL030,ecommerce,Product images approved,2026-12-09,,Logistics Lead,Not Started,MS00534,0,False,,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,12,False
MS00536,COL030,ecommerce,Pricing approved,2026-12-11,,Compliance Lead,In Progress,MS00535,0,False,,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,10,False
MS00537,COL030,marketing,Campaign assets delivered,2026-12-08,,Production Planner,Not Started,MS00536,0,False,,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,13,False
MS00538,COL030,retail_readiness,Retail briefing completed,2026-12-12,,Production Planner,Not Started,MS00537,0,False,,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,9,False
MS00539,COL030,launch_governance,Launch readiness review,2026-12-16,,Logistics Lead,Blocked,MS00538,9,True,Quality rework pending,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,5,False
MS00540,COL030,launch_governance,Go-live approval,2026-12-19,,Sourcing Lead,At Risk,MS00539,1,False,,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,2,False
